Efector,Area,Tipo de Dispositivo,SO,Procesador,RAM,Disco,Conexion,V.de conexion,Rango Ip,Mac,Inventario,Fecha,Scoring Procesador,F. Cant. RAM,F. Tipo RAM
Burman,,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.28.94,6C:24:08:B9:C8:C8,,Online,9195,8GB,SODI
Burman,,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.28.107,6C:24:08:77:2B:7F,,Online,15758,8GB,SODI
Burman,,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,Cableada,1Gb,10.254.28.91,C8:7F:54:AC:A9:B2,,Online,15982,8GB,DIMM
Burman,,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.28.92,6C:24:08:B9:C1:06,,Online,9195,8GB,SODI
Burman,,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.28.96,6C:24:08:B9:C4:64,,Online,9195,8GB,SODI
Burman,,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,Cableada,1Gb,10.254.28.95,6C:24:08:6D:FB:CB,,Online,15758,8GB,SODI
Burman,,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HDD 500 GB,Cableada,1Gb,10.254.28.112,40:8D:5C:9A:C5:B1,,Online,2017,6GB,DIMM
Burman,,Mini Lenovo 11JKS1U800,"	Microsoft Windows 11 Pro",AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,Cableada,,10.254.28.102,08:3A:88:6C:6D:A5,,Online,7270,8GB,SODI
Burman,,LENOVO 12LM0002AC Mini Pc,Microsoft Windows 10 Pro,13th Gen Intel(R) Core(TM) i5-13420H,SODIMM DDR4 16GB,M2 250 GB,Cableada,100Mb,10.254.28.97,E8:80:88:BD:25:E9,,Online,17366,6GB,SODI
Burman,,Lenovo Notebok 20NES15F00,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,Inalambrica,400Mb,10.254.28.190,"
C6:5B:5A:DF:58:33",,Online,3733,8GB,SODI
Burman,,LENOVO 12LM0002AC Mini Pc,Microsoft Windows 10 Pro,13th Gen Intel(R) Core(TM) i5-13420H,SODIMM DDR4 16GB,M2 250 GB,Cableada,100Mb,10.254.28.193,30:05:05:E6:AB:EF,,Online,17366,6GB,SODI
Burman,,Lenovo Desktop 10AX0061AS,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130T CPU @ 2.90GHz,SODIMM DDR3 4GB,SSD 120 GB,Cableada,1Gb,10.254.28.203,F8:16:54:EE:12:72,,Online,2896,4GB,SODI
Hospital,FACTURACION1,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.130,08:3A:88:6C:57:0E,,,7270,8GB,SODI
Hospital,FACTURACION3,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.137,08:3A:88:6C:5F:92,,,7270,8GB,SODI
Hospital,FACTURACION5,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.91,08:3A:88:6E:25:87,,,7270,8GB,SODI
Hospital,FACTURACION7,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.148,08:3A:88:6C:58:B3,,,7270,8GB,SODI
Hospital,FACTURACION9,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.197,08:3A:88:6C:81:47,,,7270,8GB,SODI
Hospital,FACTURACION11,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.165,08:3A:88:6C:8F:A3,,,7270,8GB,SODI
Hospital,FACTURACION2,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.147,08:3A:88:6C:4A:FB,,,7270,8GB,SODI
Hospital,FACTURACION4,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.39.189,08:3A:88:68:19:E0,,,7270,8GB,SODI
Hospital,FACTURACION6,Mini Lenovo 11JKS1U800,Microsoft Windows 10 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.116,08:3A:88:6C:5E:7D,,,7270,8GB,SODI
Hospital,FACTURACION8,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.39.89,08:3A:88:6C:5A:57,,,7270,8GB,SODI
Hospital,FACTURACION10,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.39.152,08:3A:88:6C:4E:72,,,7270,8GB,SODI
Hospital,FACTURACION12,,,,,,,,,,,,,,
Hospital,PAMI,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.38.167,08:BF:B8:1E:07:E8,,,15982,8GB,DIMM
Hospital,PAMI,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.39.47,6C:24:08:6D:FA:2A,,,15758,8GB,SODI
Hospital,PAMI,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.182,88:A4:C2:5A:F0:96,,,15758,8GB,SODI
Hospital,PAMI,LENOVO MiniPC 11T4S0K900,Microsoft Windows 10 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.235,6C:24:08:6D:FB:96,,,15758,8GB,SODI
Hospital,PAMI,H410 Gigabyte,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,DIMM DDR4 8GB,SSD 250 GB,,,10.254.39.219,D8:5E:D3:19:84:49,,,12005,8GB,DIMM
Hospital,PAMI,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.39.19,08:BF:B8:1D:E5:79,,,15982,8GB,DIMM
Hospital,PAMI,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.38.124,08:BF:B8:1D:E0:47,,,15982,8GB,DIMM
Hospital,PAMI,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.210.67,08:BF:B8:1D:D8:A0,,,15982,8GB,DIMM
Hospital,PAMI,LENOVO MiniPC 11T4S0K900,Microsoft Windows 10 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.39.135,6C:24:08:6D:FD:70,,,15758,8GB,SODI
Hospital,PAMI,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.39.49,6C:24:08:B9:C0:28,,,9195,8GB,SODI
Hospital,PAMI,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 8GB,SSD 120 GB,,,10.254.39.193,D4:5D:DF:08:75:AE,,,1215,8GB,SODI
Hospital,ADMINISTRACION ESTADISTICA,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.115,08:BF:B8:1D:E1:4C,,,15982,8GB,DIMM
Hospital,ADMINISTRACION ESTADISTICA,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.214.101,6C:24:08:B9:C0:1B,,,9195,8GB,SODI
Hospital,ADMINISTRACION ESTADISTICA,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.118,08:BF:B8:1B:3F:19,,,15982,8GB,DIMM
Hospital,ADMINISTRACION ESTADISTICA,LENOVO 10B1A055AC,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,DIMM DDR3 4GB,HD 500 GB,,,10.254.39.171,44:37:E6:DC:CD:6F,,,3329,4GB,DIMM
Hospital,SAME,Lenovo Notebok 20NES15F00,Microsoft Windows 10 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 250 GB,,,10.254.214.107,54:05:DB:68:6B:35,,,3733,8GB,SODI
Hospital,SAME,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.109,08:BF:B8:1D:D8:A5,,,15982,8GB,DIMM
Hospital,SAME,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.116,08:BF:B8:1D:D6:F1,,,15982,8GB,DIMM
Hospital,GUARDIA RECEPCION,ARM H110N,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz,DIMM DDR4 4GB,SSD 120 GB,,,10.254.210.33,1C:1B:0D:9C:40:F1,,,3635,4GB,DIMM
Hospital,GUARDIA RECEPCION,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.42,08:3A:88:6C:64:88,,,7270,8GB,SODI
Hospital,GUARDIA RECEPCION,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.73,08:3A:88:6C:5A:4C,,,7270,8GB,SODI
Hospital,GUARDIA RECEPCION,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.28,08:3A:88:6C:51:DD,,,7270,8GB,SODI
Hospital,GUARDIA ROJO JEFE MEDICO,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.38.236,08:BF:B8:1D:DE:CC,,,15982,8GB,DIMM
Hospital,GUARDIARO JOJEFE ENFERMEROS,Mini Lenovo 11JKS1U800,Microsoft Windows 10 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.190,08:3A:88:6C:5A:30,,,7270,8GB,SODI
Hospital,GUARDIAROJO ISLA ENFERMEROS, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,HD 500 GB ,,,10.254.210.14,54:B2:03:04:2A:D6,,,2629,4GB,SODI
Hospital,GUARDIA ROJO OFFICE MEDICOS,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.103,6C:24:08:B9:C5:60,,,9195,8GB,SODI
Hospital,GUARDIA ROJO OFFICE MEDICOS,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.100,6C:24:08:B9:C2:7F,,,9195,8GB,SODI
Hospital,GUARDIA ROJO OFFICE MEDICOS,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.255.208.18,08:BF:B8:1D:DE:CA,,,15982,8GB,DIMM
Hospital,GUARDIA AMARILLO OFFICE ENFERMERIA,LENOVO 12LM0002AC Mini Pc,Microsoft Windows 10 Pro,13th Gen Intel(R) Core(TM) i5-13420H,SODIMM DDR4 16GB,M2 250 GB,,,10.254.210.157,E8:80:88:D2:91:63,,,17366,6GB,SODI
Hospital,GUARDIA AMARILLO OFFICE ENFERMERIA,LENOVO 12LM0002AC Mini Pc,Microsoft Windows 10 Pro,13th Gen Intel(R) Core(TM) i5-13420H,SODIMM DDR4 16GB,M2 250 GB,,,10.254.210.159,E8:80:88:BD:28:F2,,,17366,6GB,SODI
Hospital,GUARDIA AMARILLO OFFICE MEDICOS,A. Megatrend,Microsoft Windows 10 Pro,"	Intel(R) Core(TM) i5-3330 CPU @ 3.00GHz",DIMM DDR3 8GB,SSD 500 GB,,,10.254.39.133,BC:5F:F4:53:56:40,,,4102,8GB,DIMM
Hospital,GUARDIA AMARILLO OFFICE MEDICOS,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.39.59,08:BF:B8:1D:DE:C8,,,15982,8GB,DIMM
Hospital,GUARDIA AMARILLO OFFICE MEDICOS,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.106,6C:24:08:6D:FC:06,,,15758,8GB,SODI
Hospital,GUARDIA VERDE1,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.245,08:3A:88:6C:8E:3D,,,7270,8GB,SODI
Hospital,GUARDIA VERDE2,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.83,08:3A:88:6C:74:30,,,7270,8GB,SODI
Hospital,EPIDEMIOLOGÍA,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.38.172,08:BF:B8:1D:E0:BD,,,15982,8GB,DIMM
Hospital,EPIDEMIOLOGÍA,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.39.69,08:BF:B8:1D:DF:A0,,,15982,8GB,DIMM
Hospital,EPIDEMIOLOGÍA,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.133,6C:24:08:AF:32:73,,,9195,8GB,SODI
Hospital,EPIDEMIOLOGÍA,,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.38.202,C8:7F:54:AC:C0:5A,,,15982,8GB,DIMM
Hospital,EPIDEMIOLOGÍA, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 8GB,SSD 250 GB,,,10.254.39.242,F0:03:8C:D9:CC:EC,,,2629,8GB,SODI
Hospital,EPIDEMIOLOGÍA,Desktop Generico,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-3250 CPU @ 3.50GHz,DIMM DDR3 8GB,SSD 120 GB,,,10.254.38.217,E0:3F:49:55:B0:4E,,,2459,8GB,DIMM
Hospital,EPIDEMIOLOGÍA,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.94,08:3A:88:6C:50:21,,,7270,8GB,SODI
Hospital,EPIDEMIOLOGÍA,Desktop Generico,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4170 CPU @ 3.70GHz,DIMM DDR3 8GB,SSD 250 GB,,,10.254.39.20,D0:50:99:4B:C0:9D,70931,25/09/2025,3582,8GB,DIMM
Hospital,GUARDIA VERDE 3,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,,,,,7270,8GB,SODI
Hospital,GUARDIA VERDE 4,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.84,08:3A:88:6C:53:4A,,,7270,8GB,SODI
Hospital,GUARDIA VERDE 5,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.25,08:3A:88:6C:8C:76,,,7270,8GB,SODI
Hospital,GUARDIA VERDE 6,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.13,08:3A:88:6C:8C:43,,,7270,8GB,SODI
Hospital,GUARDIA VERDE TRIAGE,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.31,08:3A:88:6C:56:B7,,,7270,8GB,SODI
Hospital,ADMINISTRACION COMPRAS,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.113,08:BF:B8:1E:05:0B,,,15982,8GB,DIMM
Hospital,ADMINISTRACION ADMINISTRADORA,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.38.146,6C:24:08:B9:C8:CC,,,3733,8GB,SODI
Hospital,ADMINISTRACION COMPRAS,H410 Gigabyte,Microsoft Windows 10 Pro,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz,DIMM DDR4 8GB,SSD 250 GB,,,10.254.214.103,D8:5E:D3:19:88:98,,,12005,8GB,DIMM
Hospital,ADMINISTRACION COMPRAS,Lenovo Desktop 10AX0061AS,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130T CPU @ 2.90GHz,SODIMM DDR3 8GB,SSD 250 GB,,,10.254.214.105,00:23:24:73:10:24,,,2896,8GB,SODI
Hospital,ADMINISTRACION COMPRAS,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.214.112,08:BF:B8:1D:DB:F5,,,15982,8GB,DIMM
Hospital,ADMINISTRACION PATRIMONIO, CX Mini PC i3,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100U CPU @ 2.30GHz,SODIMM DDR4 4GB,SSD 120 GB,,,10.254.38.140,54:B2:03:04:2B:B1,,,2629,4GB,SODI
Hospital,ADMINISTRACION SERVICIOS GENERALES,Lenovo 3484BNY,Microsoft Windows 10 Pro,"
Intel(R) Pentium(R) CPU G645 @ 2.90GHz",DIMM DDR3 3GB,HD 500 GB ,,,10.254.39.68,74:27:EA:AB:D4:6D,,,1441,3GB,DIMM
Hospital,ADMINISTRACION GESTION DEL PACIENTE,LENOVO 10B1A055AC,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,DIMM DDR3 4GB,HD 500 GB ,,,10.254.214.114,44:37:E6:DC:A1:55,,,3329,4GB,DIMM
Hospital,ADMINISTRACION GESTION DEL PACIENTE,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,,,10.254.39.179,54:B2:03:05:5F:2D,,,1215,4GB,SODI
Hospital,ADMINISTRACION TURNOS TELEFONICOS,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.208.13,6C:24:08:AF:23:F3,,,9195,8GB,SODI
Hospital,ADMINISTRACION TURNOS TELEFONICOS,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 8GB,SSD 120 GB,,,10.254.208.19,54:B2:03:05:5F:9C,,,1215,8GB,SODI
Hospital,ADMINISTRACION TURNOS TELEFONICOS,Mini Lenovo  11DUSGMR00,Microsoft Windows 11 Pro,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz CPU @ 2.30GHz,SODIMM DDR4 8GB,M2 250 GB,,,10.254.208.6,6C:24:08:B9:CB:1E,,,9195,8GB,SODI
Hospital,PLAN SUMAR,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.208.18,08:3A:88:6E:25:54,,,7270,8GB,SODI
Hospital,PLAN SUMAR,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.208.5,08:BF:B8:1D:E5:4E,,,15982,8GB,DIMM
Hospital,PLAN SUMAR,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.208.21,08:BF:B8:1E:08:1A,,,15982,8GB,DIMM
Hospital,GUARDIAVERDE ENFERMERIA,Mini Lenovo 11JKS1U800,Microsoft Windows 11 Pro,AMD Ryzen 3 3200GE with Radeon Vega Graphics,SODIMM DDR4 8GB,M2 500 GB,,,10.254.210.206,08:3A:88:6C:8A:FE,,,7270,8GB,SODI
Hospital,CONSULTORIOPEDIATRIAENFERMERIA CONSULTORIOS,Lenovo 10M8S00E00,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR4 4GB,HD 1 TB,,,10.254.39.147,6C:4B:90:0A:D9:5D,,,4307,4GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 1,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.210.51,08:BF:B8:1D:E4:55,,,15982,8GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 2,Lenovo 10M8S00E00,WIN 8 / OTROS,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR4 4GB,HDD 1 TB,,,10.254.38.95,6C:4B:90:0A:D8:1A,,,4307,4GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 3,bangho AIO E0914,Microsoft Windows 10 Pro,Intel(R) Pentium(R) CPU G3250 @ 3.20GHz,DIMM DDR3 6GB,HD 500 GB ,,,10.254.213.114,40:8D:5C:9D:1E:B7,,,2017,6GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 4,ARM H110N,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz,DIMM DDR4 4GB,SSD 120 GB,,,10.254.38.153,1C:1B:0D:99:22:27,,,3635,4GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 5,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,HD 500 GB ,,,10.254.39.41,D4:5D:DF:08:75:95,,,1215,4GB,SODI
Hospital,CONSULTORIO PEDIATRIA 6,LENOVO MiniPC 11T4S0K900,Microsoft Windows 11 Pro,12th Gen 12th Gen Intel(R) Core(TM) i5-12400T,SODIMM DDR4 8GB,M2 250 GB,,,10.254.38.154,6C:24:08:6D:FC:05,,,15758,8GB,SODI
Hospital,CONSULTORIO PEDIATRIA 7,CX Mini PC CX9222,Microsoft Windows 10 Pro,Intel(R) Celeron(R) CPU 3855U @ 1.60GHz,SODIMM DDR4 4GB,SSD 120 GB,,,10.254.39.150,D4:5D:DF:08:76:2E,,,1215,4GB,SODI
Hospital,CONSULTORIO PEDIATRIA 8,,,,,,,,,,,,,,
Hospital,CONSULTORIO PEDIATRIA 9,ARM H110N,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz,DIMM DDR4 4GB,SSD 250 GB,,,10.254.210.76,1C:1B:0D:99:BB:BC,,,3635,4GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 10,Lenovo 10M8S00E00,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR4 4GB,HD 1 TB,,,10.254.210.187,6C:4B:90:0A:C8:F5,,,4307,4GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 11,Desktop Coradir,Microsoft Windows 11 Pro,AMD Ryzen 5 4600G with Radeon Graphics,DIMM DDR4 8GB,M2 500 GB,,,10.254.39.12,08:BF:B8:1E:01:27,,,15982,8GB,DIMM
Hospital,CONSULTORIO PEDIATRIA 12,Lenovo 10M8S00E00,Microsoft Windows 10 Pro,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,DIMM DDR4 4GB,SSD 250 GB,,,10.254.210.34,6C:4B:90:0A:DC:99,,,4307,4GB,DIMM
